rank,ID,Full Name,NOC,DScore,EScore,Penalty,TotalScore,E_Penalty,event
44.0,205,BEVAN Brinn,GBR,5.1,8.5,,13.6,8.5,sr
45.0,296,DEURLOO Bart,NED,5.3,8.3,,13.6,8.3,sr
46.0,190,LOPEZ Ruben,ESP,5.5,8.033,,13.533,8.033,sr
46.0,330,BELYAVSKIY David,RUS,5.5,8.033,,13.533,8.033,sr
48.0,365,ARCA Mustafa,TUR,5.5,8.0,,13.5,8.0,sr
48.0,382,YODER Alec,USA,5.5,8.0,,13.5,8.0,sr
50.0,106,VILLAFANE Daniel,ARG,5.9,7.6,,13.5,7.6,sr
51.0,206,CUNNINGHAM Dominick,GBR,5.4,8.066,,13.466,8.065999999999999,sr
52.0,192,ZAPATA Rayderley,ESP,5.7,7.766,,13.466,7.765999999999999,sr
53.0,149,MORGAN Scott,CAN,5.8,7.666,,13.466,7.6659999999999995,sr
53.0,363,YU Chao Wei,TPE,5.8,7.666,,13.466,7.6659999999999995,sr
55.0,202,FRASCA Loris,FRA,4.9,8.533,,13.433,8.533,sr
56.0,134,VROLIX Jonathan,BEL,5.2,8.232999999999999,,13.433,8.233,sr
57.0,299,SCHMIDT Casimir,NED,5.5,7.933,,13.433,7.933,sr
58.0,343,BAUMANN Christian,SUI,5.1,8.3,,13.4,8.3,sr
59.0,148,COURNOYER Rene,CAN,5.3,8.1,,13.4,8.100000000000001,sr
60.0,348,YUSOF Eddy,SUI,5.5,7.9,,13.4,7.9,sr
61.0,376,VERNIAIEV Oleg,UKR,4.9,8.466000000000001,,13.366,8.466,sr
62.0,139,TSIARESHCHANKA Kiryl,BLR,5.1,8.266,,13.366,8.266,sr
63.0,307,DYSON Devy,NZL,5.3,8.066,,13.366,8.065999999999999,sr
64.0,344,BRAEGGER Pablo,SUI,4.6,8.732999999999999,,13.333,8.733,sr
65.0,216,DAUSER Lukas,GER,5.0,8.333,,13.333,8.333,sr
66.0,189,MIR Nicolau,ESP,5.1,8.232999999999999,,13.333,8.233,sr
67.0,371,HRYKO Vladyslav,UKR,5.5,7.832999999999998,,13.333,7.833,sr
68.0,173,GEORGIOU Marios,CYP,5.0,8.3,,13.3,8.3,sr
69.0,373,PAKHNIUK Petro,UKR,5.1,8.166,,13.265999999999998,8.165999999999999,sr
70.0,223,ILIOPOULOS Nikolaos,GRE,4.7,8.533,,13.233,8.533000000000001,sr
71.0,261,BECKFORD Reiss,JAM,5.1,8.133,,13.233,8.133000000000001,sr
72.0,327,SZABO Rafael,ROU,5.2,8.033,,13.233,8.033000000000001,sr
73.0,380,MOLDAUER Yul,USA,5.7,7.532999999999999,,13.233,7.533,sr
74.0,317,HAN Jong Hyok,PRK,5.5,7.725,,13.225,7.725,sr
75.0,174,GEORGIOU Ilias,CYP,4.6,8.6,,13.2,8.6,sr
76.0,287,TVOROGAL Robert,LTU,4.7,8.5,,13.2,8.5,sr
76.0,298,RIJKEN Frank,NED,4.7,8.5,,13.2,8.5,sr
78.0,256,EDALLI Ludovico,ITA,4.8,8.4,,13.2,8.399999999999999,sr
79.0,350,BROMAN William,SWE,4.9,8.3,,13.2,8.299999999999999,sr
80.0,230,NG Kiu Chung,HKG,6.1,7.1,,13.2,7.1,sr
81.0,282,LEE Junho,KOR,4.8,8.366,,13.166,8.366,sr
82.0,116,REMKES Christopher,AUS,5.1,8.066,,13.166,8.066,sr
83.0,280,KIM Hansol,KOR,5.4,7.766,,13.166,7.766,sr
84.0,346,HEGI Oliver,SUI,4.9,8.232999999999999,,13.133,8.232999999999999,sr
85.0,279,BAE Garam,KOR,4.9,8.2,,13.1,8.2,sr
86.0,161,CALVO MORENO Jossimar Orlando,COL,5.1,7.966,,13.066,7.966000000000001,sr
87.0,285,GUSCINAS Rokas,LTU,5.2,7.866,,13.066,7.8660000000000005,sr
88.0,196,KOSKI Elias,FIN,4.5,8.533,,13.033,8.533,sr
89.0,321,RI Wi Chol,PRK,5.1,7.933,,13.033,7.933,sr
90.0,390,le Thanh Tung,VIE,4.8,8.2,,13.0,8.2,sr
91.0,147,CLAY Zachary,CAN,5.3,7.7,,13.0,7.7,sr
92.0,316,ALMEIDA Bernardo,POR,4.9,8.066,,12.966,8.065999999999999,sr
93.0,274,AZIZOV Ilyas,KAZ,4.4,8.533,,12.933,8.533,sr
94.0,115,MORGANS Mitchell,AUS,4.9,8.033,,12.933,8.033,sr
95.0,358,HSU Ping Chien,TPE,5.6,7.332999999999998,,12.933,7.333,sr
96.0,195,KIRMES Oskar,FIN,4.7,8.166,,12.866,8.166,sr
97.0,129,GENTGES Maxime,BEL,4.9,7.966,,12.866,7.965999999999999,sr
98.0,251,MEDVEDEV Andrey,ISR,4.8,8.033,,12.833,8.033000000000001,sr
99.0,140,BARRETTO JUNIOR Francisco,BRA,4.9,7.933,,12.833,7.933,sr
100.0,175,KRASIAS Michalis,CYP,4.2,8.6,,12.8,8.600000000000001,sr
101.0,383,ABDURAKHIMOV Rasuljon,UZB,4.7,8.1,,12.8,8.100000000000001,sr
102.0,314,AGUIAR BARBOSA Petrix Stevan,POR,5.1,7.7,,12.8,7.700000000000001,sr
103.0,276,KARIMI Milad,KAZ,4.5,8.266,,12.765999999999998,8.265999999999998,sr
103.0,278,MUSSAYEV Akim,KAZ,4.5,8.266,,12.765999999999998,8.265999999999998,sr
105.0,150,PATERSON Cory,CAN,4.7,8.066,,12.765999999999998,8.065999999999999,sr
106.0,142,de SOUZA BITENCOURT Lucas,BRA,5.5,7.266,,12.765999999999998,7.265999999999998,sr
107.0,320,RI Yong Min,PRK,5.6,7.166,,12.765999999999998,7.165999999999999,sr
108.0,146,ALEKSANDROV Yordan,BUL,4.8,7.933,,12.733,7.933000000000001,sr
109.0,104,MAYOL Santiago,ARG,5.0,7.733,,12.733,7.7330000000000005,sr
110.0,353,RUMBUTIS David,SWE,4.3,8.416,,12.716,8.416,sr
111.0,193,CARD Franz,FIN,4.2,8.5,,12.7,8.5,sr
112.0,247,GUNNARSSON Jon,ISL,4.6,8.1,,12.7,8.1,sr
113.0,211,ABESADZE Saba,GEO,4.8,7.9,,12.7,7.8999999999999995,sr
114.0,135,ANTROPAU Raman,BLR,4.0,8.633,,12.633,8.633,sr
115.0,309,KOUDINOV Mikhail,NZL,4.6,8.033,,12.633,8.033,sr
116.0,305,WIBYE Harald,NOR,4.1,8.5,,12.6,8.5,sr
117.0,136,LIKHOVITSKIY Andrey,BLR,4.6,8.0,,12.6,8.0,sr
118.0,232,BABOS Adam,HUN,4.9,7.7,,12.6,7.699999999999999,sr
119.0,222,CHATZIEFSTATHIOU Georgios Christos,GRE,4.4,8.166,,12.566,8.166,sr
120.0,212,ARSENIEV Vitalii,GEO,4.6,7.966,,12.566,7.966000000000001,sr
121.0,303,SKJERAHAUG Stian,NOR,4.5,8.033,,12.533,8.033,sr
122.0,199,BORELLO Antoine,FRA,4.6,7.933,,12.533,7.933,sr
122.0,366,ARICAN Ferhat,TUR,4.6,7.933,,12.533,7.933,sr
124.0,131,KUAVITA Noah,BEL,4.7,7.832999999999998,,12.533,7.832999999999999,sr
124.0,301,HEGGEMSNES Sofus,NOR,4.7,7.832999999999998,,12.533,7.832999999999999,sr
126.0,227,TANTALIDIS Antonios,GRE,4.0,8.525,,12.525,8.525,sr
127.0,235,SHEPPARD Ryan Macleod,HUN,4.3,8.2,,12.5,8.2,sr
128.0,114,MASON STEPHENS Clay,AUS,4.2,8.266,,12.466,8.265999999999998,sr
129.0,128,TIKHONOV Ivan,AZE,5.0,7.466,,12.466,7.465999999999999,sr
130.0,291,NUNEZ Isaac,MEX,4.5,7.933,,12.433,7.933,sr
131.0,103,JATO Julian,ARG,4.2,8.2,,12.4,8.2,sr
131.0,112,BULL Tyson,AUS,4.2,8.2,,12.4,8.2,sr
133.0,386,KHAMROKULOV Akobir,UZB,4.9,7.466,,12.366,7.465999999999999,sr
134.0,340,PAUNOVIC Milos,SRB,5.1,7.266,,12.366,7.266,sr
135.0,262,FAULK Caleb,JAM,4.9,7.433,,12.333,7.433,sr
136.0,124,AGHARZAYEV Murad,AZE,4.4,7.9,,12.3,7.9,sr
137.0,234,KARDOS Botond,HUN,4.6,7.7,,12.3,7.700000000000001,sr
138.0,263,LEWIS Stephen,JAM,4.5,7.766,,12.265999999999998,7.765999999999998,sr
139.0,354,VANSTROEM Kim,SWE,4.3,7.933,,12.233,7.933000000000001,sr
140.0,306,DICK Ethan,NZL,3.8,8.4,,12.2,8.399999999999999,sr
141.0,349,MICHNAK Slavomir,SVK,3.9,8.3,,12.2,8.299999999999999,sr
142.0,254,SOROKINE Michael,ISR,4.2,8.0,,12.2,7.999999999999999,sr
143.0,391,PHAM Phuoc Hung,VIE,4.6,7.566,,12.166,7.566000000000001,sr
144.0,177,CERNY Frantisek,CZE,4.1,8.033,,12.133,8.033,sr
144.0,179,RADOVESNICKY Daniel,CZE,4.1,8.033,,12.133,8.033,sr
146.0,360,SHIAO Yu-Jan,TPE,4.3,7.832999999999998,,12.133,7.832999999999999,sr
146.0,385,AZIMOV Abdulla,UZB,4.3,7.832999999999998,,12.133,7.832999999999999,sr
148.0,201,DEGOUY Paul,FRA,4.5,7.632999999999999,,12.133,7.632999999999999,sr
149.0,393,IDESJOE Karl,SWE,4.6,7.532999999999999,,12.133,7.5329999999999995,sr
150.0,304,STIANSEN Henrik,NOR,4.7,7.407999999999999,,12.108,7.408,sr
151.0,119,KRANZLMUELLER Lukas,AUT,3.7,8.4,,12.1,8.399999999999999,sr
152.0,241,STEELE Adam,IRL,4.2,7.9,,12.1,7.8999999999999995,sr
152.0,248,REINHARDSSON Valgard,ISL,4.2,7.9,,12.1,7.8999999999999995,sr
154.0,121,SCHWAB Matthias,AUT,4.5,7.6,,12.1,7.6,sr
154.0,311,AGUERO Daniel,PER,4.5,7.6,,12.1,7.6,sr
156.0,215,KUZOVKOV Konstantin,GEO,4.6,7.5,,12.1,7.5,sr
157.0,137,SANUVONH Dzianis,BLR,4.7,7.4,,12.1,7.3999999999999995,sr
158.0,120,KRANZLMUELLER Severin,AUT,4.2,7.866,,12.066,7.8660000000000005,sr
159.0,294,VALLE Joshua,MEX,5.5,6.566,,12.066,6.566000000000001,sr
160.0,250,KORCHAK Ilan,ISR,4.2,7.832999999999998,,12.033,7.832999999999999,sr
161.0,339,JURKOVIC Nikola,SRB,4.1,7.9,,12.0,7.9,sr
162.0,322,ALDYANI Ahmed,QAT,4.3,7.7,,12.0,7.7,sr
163.0,172,LERU Randy,CUB,4.4,7.6,,12.0,7.6,sr
164.0,178,PONIZIL Daniel,CZE,3.4,8.566,,11.966,8.565999999999999,sr
165.0,249,DOLGOPYAT Artem,ISR,4.3,7.666,,11.966,7.6659999999999995,sr
166.0,315,ALMEIDA Simao,POR,5.2,6.766,,11.966,6.765999999999999,sr
167.0,318,HAN Chung Hyo,PRK,5.3,6.666,,11.966,6.6659999999999995,sr
168.0,357,SURINTORNTA Tikumporn,THA,4.7,7.233,,11.933,7.233,sr
169.0,387,TOSHPULATOV Bobur,UZB,3.9,8.0,,11.9,8.0,sr
170.0,297,LOUWIJE Bram,NED,3.7,8.1,,11.8,8.100000000000001,sr
171.0,310,OCONNELL-INNS Jorden,NZL,4.2,7.566,,11.765999999999998,7.565999999999998,sr
172.0,213,GOVOROV Dmitrii,GEO,4.4,7.332999999999998,,11.733,7.333,sr
173.0,341,VEFIC Petar,SRB,4.2,7.366,,11.566,7.3660000000000005,sr
174.0,336,TAY Wei An Terry,SGP,4.2,7.332999999999998,,11.533,7.332999999999999,sr
175.0,286,KUZMICKAS Tomas,LTU,4.9,6.6,,11.5,6.6,sr
176.0,163,MARTINEZ MORENO Andres,COL,4.6,6.733,,11.333,6.7330000000000005,sr
177.0,160,CALVO Carlos,COL,4.6,6.7,,11.3,6.700000000000001,sr
178.0,392,PHAN Ngoc Hung,VIE,3.3,7.966,,11.265999999999998,7.965999999999998,sr
179.0,125,BAIRAMOV Timur,AZE,3.4,7.766,,11.166,7.766,sr
180.0,246,BALDURSSON Eythor,ISL,3.9,7.1,,11.0,7.1,sr
181.0,186,CHIRIBOGA Israel,ECU,3.2,7.532999999999999,,10.733,7.533,sr
182.0,181,SOLOVJEV Svjatoslav,CZE,2.8,8.166,-0.3,10.666,7.8660000000000005,sr
183.0,289,LOO Phay Xing,MAS,3.8,6.6,,10.4,6.6000000000000005,sr
184.0,312,LEON PRADO Arian,PER,2.7,7.566,,10.265999999999998,7.565999999999998,sr
185.0,267,NAGHOUJ Saleem,JOR,3.7,6.8660000000000005,-0.3,10.265999999999998,6.565999999999998,sr
186.0,275,JANTYKOV Yerbol,KAZ,4.0,6.1,-0.3,9.8,5.800000000000001,sr
187.0,323,MOSA Ahmed,QAT,3.7,6.1,,9.8,6.1000000000000005,sr
188.0,342,VELICKOVIC Petar,SRB,4.1,5.7,,9.8,5.700000000000001,sr
189.0,292,RAZO PADILLA Patricio,MEX,3.2,7.2,-4.0,6.4,3.2,sr
190.0,170,UDE Filip,CRO,2.2,8.383,-4.3,6.283,4.083,sr
191.0,167,KUSAN Leonardo,CRO,2.5,7.632999999999999,-4.0,6.132999999999999,3.632999999999999,sr
192.0,356,PROMMANEE Jamorn,THA,2.9,7.3,-4.3,5.9,3.0000000000000004,sr
193.0,359,LEE Chih Kai,TPE,3.6,6.3,-4.0,5.9,2.3000000000000003,sr
194.0,166,KOVACEVIC Anton,CRO,2.1,7.666,-4.3,5.466,3.366,sr
1.0,159,ZOU Jingyuan,CHN,6.6,9.2,,15.8,9.200000000000001,pb
2.0,376,VERNIAIEV Oleg,UKR,6.7,8.758,,15.458,8.758,pb
3.0,155,LIN Chaopan,CHN,6.4,8.866,,15.265999999999998,8.865999999999998,pb
4.0,161,CALVO MORENO Jossimar Orlando,COL,6.5,8.6,,15.1,8.6,pb
5.0,331,DALALOYAN Artur,RUS,6.4,8.641,,15.041,8.641,pb
6.0,330,BELYAVSKIY David,RUS,6.4,8.633,,15.033,8.633,pb
6.0,378,MIKULAK Samuel,USA,6.4,8.633,,15.033,8.633,pb
8.0,157,XIAO Ruoteng,CHN,6.2,8.8,,15.0,8.8,pb
9.0,334,NAGORNYY Nikita,RUS,6.4,8.566,,14.966,8.565999999999999,pb
10.0,216,DAUSER Lukas,GER,6.3,8.633,,14.933,8.633,pb
11.0,366,ARICAN Ferhat,TUR,6.6,8.266,,14.866,8.266,pb
12.0,270,TANAKA Yusuke,JPN,6.3,8.533,,14.833,8.533000000000001,pb
13.0,272,TANIGAWA Wataru,JPN,6.2,8.6,,14.8,8.600000000000001,pb
13.0,373,PAKHNIUK Petro,UKR,6.2,8.6,,14.8,8.600000000000001,pb
15.0,144,SOUZA Caio,BRA,6.1,8.666,,14.765999999999998,8.665999999999999,pb
16.0,156,SUN Wei,CHN,5.7,9.033,,14.733,9.033000000000001,pb
17.0,333,LANKIN Dmitrii,RUS,6.4,8.333,,14.733,8.333,pb
18.0,268,KAYA Kazuma,JPN,6.3,8.391,,14.691,8.391000000000002,pb
19.0,300,ZONDERLAND Epke,NED,5.9,8.732999999999999,,14.633,8.732999999999999,pb
20.0,220,NGUYEN Marcel,GER,6.4,8.166,,14.566,8.166,pb
20.0,389,DINH Phuong Thanh,VIE,6.4,8.166,,14.566,8.166,pb
22.0,205,BEVAN Brinn,GBR,5.9,8.625,,14.525,8.625,pb
23.0,380,MOLDAUER Yul,USA,5.9,8.6,,14.5,8.6,pb
24.0,208,HALL James,GBR,6.0,8.466000000000001,,14.466,8.466,pb
25.0,269,SHIRAI Kenzo,JPN,6.2,8.266,,14.466,8.265999999999998,pb
26.0,329,MUNTEAN Andrei Vasile,ROU,5.9,8.5,,14.4,8.5,pb
27.0,313,YULO Carlos Edriel,PHI,5.7,8.666,,14.366,8.666,pb
28.0,391,PHAM Phuoc Hung,VIE,6.3,8.066,,14.366,8.065999999999999,pb
29.0,282,LEE Junho,KOR,5.7,8.633,,14.333,8.633,pb
30.0,344,BRAEGGER Pablo,SUI,6.3,8.033,,14.333,8.033000000000001,pb
31.0,369,ONDER Ahmet,TUR,6.0,8.3,,14.3,8.3,pb
32.0,218,HERDER Philipp,GER,6.1,8.2,,14.3,8.200000000000001,pb
33.0,189,MIR Nicolau,ESP,5.5,8.766,,14.265999999999998,8.765999999999998,pb
34.0,291,NUNEZ Isaac,MEX,5.6,8.633,,14.233,8.633000000000001,pb
35.0,256,EDALLI Ludovico,ITA,5.8,8.4,,14.2,8.399999999999999,pb
36.0,187,ABAD Nestor,ESP,5.5,8.675,,14.175,8.675,pb
37.0,280,KIM Hansol,KOR,5.6,8.533,,14.133,8.533,pb
38.0,136,LIKHOVITSKIY Andrey,BLR,5.5,8.6,,14.1,8.6,pb
39.0,371,HRYKO Vladyslav,UKR,5.7,8.4,,14.1,8.399999999999999,pb
40.0,190,LOPEZ Ruben,ESP,5.6,8.466000000000001,,14.066,8.466000000000001,pb
41.0,348,YUSOF Eddy,SUI,6.0,8.066,,14.066,8.066,pb
42.0,260,SARRUGERIO Marco,ITA,5.5,8.533,,14.033,8.533,pb
42.0,298,RIJKEN Frank,NED,5.5,8.533,,14.033,8.533,pb
44.0,299,SCHMIDT Casimir,NED,5.2,8.766,,13.966,8.765999999999998,pb
45.0,286,KUZMICKAS Tomas,LTU,5.4,8.566,,13.966,8.565999999999999,pb
46.0,143,MARIANO Arthur,BRA,5.2,8.732999999999999,,13.933,8.733,pb
47.0,150,PATERSON Cory,CAN,5.5,8.433,,13.933,8.433,pb
48.0,174,GEORGIOU Ilias,CYP,5.2,8.7,,13.9,8.7,pb
49.0,152,ZAKUTNEY Samuel,CAN,5.4,8.5,,13.9,8.5,pb
50.0,172,LERU Randy,CUB,5.9,8.0,,13.9,8.0,pb
50.0,207,FRASER Joe,GBR,5.9,8.0,,13.9,8.0,pb
52.0,297,LOUWIJE Bram,NED,5.5,8.366,,13.866,8.366,pb
53.0,206,CUNNINGHAM Dominick,GBR,5.6,8.266,,13.866,8.266,pb
53.0,279,BAE Garam,KOR,5.6,8.266,,13.866,8.266,pb
55.0,258,MACCHINI Carlo,ITA,5.2,8.633,,13.833,8.633,pb
56.0,221,TOBA Andreas,GER,5.3,8.5,,13.8,8.5,pb
57.0,278,MUSSAYEV Akim,KAZ,5.2,8.566,,13.765999999999998,8.565999999999999,pb
58.0,284,PARK Minsoo,KOR,5.3,8.466000000000001,,13.765999999999998,8.465999999999998,pb
59.0,320,RI Yong Min,PRK,5.8,7.966,,13.765999999999998,7.965999999999998,pb
60.0,148,COURNOYER Rene,CAN,5.5,8.232999999999999,,13.733,8.233,pb
61.0,382,YODER Alec,USA,5.0,8.7,,13.7,8.7,pb
62.0,201,DEGOUY Paul,FRA,5.1,8.6,,13.7,8.6,pb
62.0,223,ILIOPOULOS Nikolaos,GRE,5.1,8.6,,13.7,8.6,pb
64.0,147,CLAY Zachary,CAN,5.6,8.1,,13.7,8.1,pb
65.0,131,KUAVITA Noah,BEL,5.7,8.0,,13.7,7.999999999999999,pb
66.0,241,STEELE Adam,IRL,5.0,8.666,,13.666,8.666,pb
67.0,290,de LUNA Fabian,MEX,5.4,8.266,,13.666,8.266,pb
68.0,202,FRASCA Loris,FRA,4.9,8.732999999999999,,13.633,8.732999999999999,pb
69.0,142,de SOUZA BITENCOURT Lucas,BRA,5.7,7.933,,13.633,7.932999999999999,pb
70.0,107,DAVTYAN Artur,ARM,4.5,9.1,,13.6,9.1,pb
71.0,287,TVOROGAL Robert,LTU,5.6,8.0,,13.6,8.0,pb
72.0,232,BABOS Adam,HUN,5.1,8.466000000000001,,13.566,8.466000000000001,pb
73.0,128,TIKHONOV Ivan,AZE,5.3,8.232999999999999,,13.533,8.233,pb
73.0,324,BATAGA Cristian Ioan,ROU,5.3,8.232999999999999,,13.533,8.233,pb
75.0,140,BARRETTO JUNIOR Francisco,BRA,6.0,7.532999999999999,,13.533,7.5329999999999995,pb
76.0,129,GENTGES Maxime,BEL,5.1,8.425,,13.525,8.425,pb
77.0,253,SHATILOV Alexander,ISR,4.9,8.6,,13.5,8.6,pb
78.0,163,MARTINEZ MORENO Andres,COL,5.1,8.4,,13.5,8.4,pb
79.0,195,KIRMES Oskar,FIN,5.5,8.0,,13.5,8.0,pb
80.0,179,RADOVESNICKY Daniel,CZE,5.0,8.466000000000001,,13.466,8.466,pb
81.0,259,RUSSO Andrea,ITA,5.4,8.066,,13.466,8.065999999999999,pb
82.0,383,ABDURAKHIMOV Rasuljon,UZB,5.7,7.766,,13.466,7.765999999999999,pb
83.0,236,VECSERNYES David,HUN,4.8,8.633,,13.433,8.633,pb
84.0,375,VASYLENKO Maksym,UKR,5.3,8.133,,13.433,8.133,pb
85.0,356,PROMMANEE Jamorn,THA,5.4,8.033,,13.433,8.033,pb
86.0,315,ALMEIDA Simao,POR,4.9,8.5,,13.4,8.5,pb
87.0,188,DIALLO Thierno,ESP,5.3,8.066,,13.366,8.065999999999999,pb
88.0,309,KOUDINOV Mikhail,NZL,5.6,7.766,,13.366,7.766,pb
89.0,134,VROLIX Jonathan,BEL,5.0,8.333,,13.333,8.333,pb
90.0,254,SOROKINE Michael,ISR,4.7,8.6,,13.3,8.600000000000001,pb
91.0,102,CORDOBA Nicolas,ARG,4.6,8.666,,13.265999999999998,8.665999999999999,pb
92.0,235,SHEPPARD Ryan Macleod,HUN,5.2,8.033,,13.233,8.033000000000001,pb
93.0,314,AGUIAR BARBOSA Petrix Stevan,POR,5.9,7.325,,13.225,7.324999999999999,pb
94.0,120,KRANZLMUELLER Severin,AUT,4.8,8.4,,13.2,8.399999999999999,pb
95.0,343,BAUMANN Christian,SUI,6.1,7.1,,13.2,7.1,pb
96.0,249,DOLGOPYAT Artem,ISR,5.0,8.166,,13.166,8.166,pb
97.0,171,LARDUET Manrique,CUB,5.7,7.466,,13.166,7.466,pb
98.0,137,SANUVONH Dzianis,BLR,4.7,8.433,,13.133,8.433,pb
