rank,ID,Full Name,NOC,DScore,EScore,Penalty,TotalScore,E_Penalty,event
99.0,363,YU Chao Wei,TPE,5.0,8.133,,13.133,8.133,pb
100.0,306,DICK Ethan,NZL,5.1,8.033,,13.133,8.033,pb
101.0,132,van den KEYBUS Luka,BEL,5.4,7.733,,13.133,7.732999999999999,pb
101.0,392,PHAN Ngoc Hung,VIE,5.4,7.733,,13.133,7.732999999999999,pb
103.0,317,HAN Jong Hyok,PRK,5.9,7.233,,13.133,7.232999999999999,pb
104.0,303,SKJERAHAUG Stian,NOR,4.8,8.266,,13.066,8.266000000000002,pb
105.0,302,KALVOE Odin,NOR,4.1,8.933,,13.033,8.933,pb
106.0,365,ARCA Mustafa,TUR,4.7,8.333,,13.033,8.332999999999998,pb
107.0,222,CHATZIEFSTATHIOU Georgios Christos,GRE,4.9,8.133,,13.033,8.133,pb
108.0,160,CALVO Carlos,COL,5.3,7.733,,13.033,7.733,pb
109.0,227,TANTALIDIS Antonios,GRE,4.1,8.9,,13.0,8.9,pb
110.0,301,HEGGEMSNES Sofus,NOR,4.4,8.6,,13.0,8.6,pb
111.0,115,MORGANS Mitchell,AUS,5.2,7.8,,13.0,7.8,pb
111.0,212,ARSENIEV Vitalii,GEO,5.2,7.8,,13.0,7.8,pb
113.0,293,ROJO Francisco,MEX,5.1,7.866,,12.966,7.866,pb
114.0,114,MASON STEPHENS Clay,AUS,5.7,7.266,,12.966,7.265999999999999,pb
115.0,308,ELLIS Kyleab,NZL,4.3,8.633,,12.933,8.633,pb
116.0,305,WIBYE Harald,NOR,4.5,8.433,,12.933,8.433,pb
117.0,103,JATO Julian,ARG,5.0,7.933,,12.933,7.933,pb
118.0,360,SHIAO Yu-Jan,TPE,4.7,8.2,,12.9,8.2,pb
119.0,127,SIMONOV Nikita,AZE,4.9,8.0,,12.9,8.0,pb
120.0,327,SZABO Rafael,ROU,5.1,7.8,,12.9,7.800000000000001,pb
121.0,379,MODI Akash,USA,5.6,7.6,-0.3,12.9,7.300000000000001,pb
122.0,112,BULL Tyson,AUS,5.1,7.766,,12.866,7.766,pb
123.0,121,SCHWAB Matthias,AUT,4.2,8.633,,12.833,8.633,pb
124.0,135,ANTROPAU Raman,BLR,5.1,7.733,,12.833,7.7330000000000005,pb
125.0,367,COLAK Ibrahim,TUR,5.7,7.132999999999999,,12.833,7.133,pb
126.0,176,KYRIAKOU Neofytos,CYP,3.7,9.1,,12.8,9.100000000000001,pb
127.0,340,PAUNOVIC Milos,SRB,4.7,8.1,,12.8,8.100000000000001,pb
128.0,341,VEFIC Petar,SRB,4.8,8.0,,12.8,8.0,pb
129.0,346,HEGI Oliver,SUI,5.8,7.0,,12.8,7.000000000000001,pb
130.0,109,KHACHATRYAN Vigen,ARM,4.0,8.766,,12.765999999999998,8.765999999999998,pb
131.0,193,CARD Franz,FIN,4.5,8.232999999999999,,12.733,8.233,pb
132.0,261,BECKFORD Reiss,JAM,5.4,7.332999999999998,,12.733,7.333,pb
133.0,274,AZIZOV Ilyas,KAZ,4.4,8.3,,12.7,8.299999999999999,pb
134.0,289,LOO Phay Xing,MAS,4.6,8.1,,12.7,8.1,pb
135.0,311,AGUERO Daniel,PER,5.4,7.3,,12.7,7.299999999999999,pb
136.0,307,DYSON Devy,NZL,4.8,7.866,,12.666,7.8660000000000005,pb
137.0,203,GOBAUX Julien,FRA,5.4,7.233,,12.633,7.232999999999999,pb
138.0,359,LEE Chih Kai,TPE,5.6,7.0,,12.6,7.0,pb
139.0,321,RI Wi Chol,PRK,5.9,6.7,,12.6,6.699999999999999,pb
140.0,214,JIMSHELEISHVILI Ioane,GEO,4.6,7.966,,12.566,7.966000000000001,pb
141.0,173,GEORGIOU Marios,CYP,5.3,7.266,,12.566,7.266000000000001,pb
142.0,275,JANTYKOV Yerbol,KAZ,5.2,7.332999999999998,,12.533,7.332999999999999,pb
143.0,106,VILLAFANE Daniel,ARG,4.9,7.532999999999999,,12.433,7.5329999999999995,pb
144.0,350,BROMAN William,SWE,3.7,8.7,,12.4,8.7,pb
145.0,113,COSTIN Scott,AUS,4.4,7.966,,12.366,7.965999999999999,pb
146.0,125,BAIRAMOV Timur,AZE,4.7,7.641,,12.341,7.640999999999999,pb
147.0,178,PONIZIL Daniel,CZE,4.4,7.933,,12.333,7.933,pb
148.0,292,RAZO PADILLA Patricio,MEX,4.7,7.632999999999999,,12.333,7.633,pb
149.0,322,ALDYANI Ahmed,QAT,5.4,6.933,,12.333,6.933,pb
150.0,105,MOLINARI Federico,ARG,4.6,7.7,,12.3,7.700000000000001,pb
151.0,181,SOLOVJEV Svjatoslav,CZE,3.5,8.7,,12.2,8.7,pb
152.0,124,AGHARZAYEV Murad,AZE,4.3,7.9,,12.2,7.8999999999999995,pb
152.0,263,LEWIS Stephen,JAM,4.3,7.9,,12.2,7.8999999999999995,pb
154.0,318,HAN Chung Hyo,PRK,4.7,7.5,,12.2,7.499999999999999,pb
155.0,199,BORELLO Antoine,FRA,4.9,7.3,,12.2,7.299999999999999,pb
156.0,354,VANSTROEM Kim,SWE,3.8,8.366,,12.166,8.366,pb
157.0,215,KUZOVKOV Konstantin,GEO,4.7,7.466,,12.166,7.466,pb
158.0,122,SEREINIG Fabio,AUT,4.8,7.332999999999998,,12.133,7.332999999999999,pb
159.0,384,ABDUSAMATOV Khusniddin,UZB,4.5,7.6,,12.1,7.6,pb
160.0,234,KARDOS Botond,HUN,4.8,7.266,,12.066,7.266000000000001,pb
161.0,353,RUMBUTIS David,SWE,4.7,7.332999999999998,,12.033,7.332999999999999,pb
162.0,336,TAY Wei An Terry,SGP,4.4,7.6,,12.0,7.6,pb
163.0,177,CERNY Frantisek,CZE,4.2,7.733,,11.933,7.733,pb
164.0,316,ALMEIDA Bernardo,POR,4.4,7.532999999999999,,11.933,7.5329999999999995,pb
165.0,338,DEJANOVIC Bojan,SRB,4.4,7.5,,11.9,7.5,pb
166.0,393,IDESJOE Karl,SWE,5.0,6.9,,11.9,6.9,pb
167.0,118,HOECK Vinzenz,AUT,4.2,7.666,,11.866,7.6659999999999995,pb
168.0,211,ABESADZE Saba,GEO,4.7,7.166,,11.866,7.1659999999999995,pb
169.0,339,JURKOVIC Nikola,SRB,5.0,6.8,,11.8,6.800000000000001,pb
170.0,267,NAGHOUJ Saleem,JOR,4.1,7.632999999999999,,11.733,7.633000000000001,pb
171.0,168,SELIGMAN Robert,CRO,2.3,9.333,,11.633,9.332999999999998,pb
172.0,349,MICHNAK Slavomir,SVK,4.1,7.532999999999999,,11.633,7.5329999999999995,pb
173.0,111,TOVMASYAN Artur,ARM,2.9,8.708,,11.608,8.708,pb
174.0,186,CHIRIBOGA Israel,ECU,4.5,7.266,-0.3,11.466,6.965999999999999,pb
175.0,385,AZIMOV Abdulla,UZB,4.4,7.066,,11.466,7.065999999999999,pb
176.0,387,TOSHPULATOV Bobur,UZB,4.0,7.433,,11.433,7.433,pb
177.0,175,KRASIAS Michalis,CYP,4.4,7.0,,11.4,7.0,pb
178.0,358,HSU Ping Chien,TPE,5.4,6.0,,11.4,6.0,pb
179.0,390,le Thanh Tung,VIE,5.4,5.966,,11.366,5.965999999999999,pb
180.0,196,KOSKI Elias,FIN,4.3,6.832999999999998,,11.133,6.832999999999999,pb
181.0,262,FAULK Caleb,JAM,3.6,7.466,,11.066,7.466000000000001,pb
182.0,162,LUGO Didier,COL,4.9,6.166,,11.066,6.166,pb
183.0,169,SRBIC Tin,CRO,2.8,8.1,,10.9,8.100000000000001,pb
184.0,323,MOSA Ahmed,QAT,3.8,7.0,,10.8,7.000000000000001,pb
185.0,248,REINHARDSSON Valgard,ISL,4.4,6.233,,10.633,6.232999999999999,pb
186.0,243,AL-DULAIMI Yasir,IRQ,4.1,6.933,-0.6,10.433,6.333,pb
187.0,146,ALEKSANDROV Yordan,BUL,4.4,5.233,,9.633,5.232999999999999,pb
188.0,246,BALDURSSON Eythor,ISL,3.3,5.266,,8.566,5.266000000000001,pb
189.0,167,KUSAN Leonardo,CRO,2.2,8.833,-4.0,7.033,4.833,pb
1.0,273,UCHIMURA Kohei,JPN,6.4,8.2,,14.6,8.2,hb
2.0,378,MIKULAK Samuel,USA,6.1,8.466000000000001,,14.566,8.466000000000001,hb
3.0,157,XIAO Ruoteng,CHN,6.1,8.333,,14.433,8.333,hb
4.0,300,ZONDERLAND Epke,NED,6.2,8.2,,14.4,8.2,hb
5.0,169,SRBIC Tin,CRO,6.0,8.3,,14.3,8.3,hb
6.0,154,DENG Shudi,CHN,6.1,8.2,,14.3,8.200000000000001,hb
7.0,361,TANG Chia-Hung,TPE,6.0,8.2,,14.2,8.2,hb
8.0,331,DALALOYAN Artur,RUS,5.7,8.466000000000001,,14.166,8.466000000000001,hb
9.0,171,LARDUET Manrique,CUB,6.3,7.866,,14.166,7.8660000000000005,hb
10.0,270,TANAKA Yusuke,JPN,6.0,8.133,,14.133,8.133,hb
11.0,112,BULL Tyson,AUS,5.9,8.166,,14.066,8.166,hb
12.0,296,DEURLOO Bart,NED,6.1,7.933,,14.033,7.933,hb
13.0,370,SAMILOGLU Umit,TUR,5.9,8.1,,14.0,8.1,hb
14.0,156,SUN Wei,CHN,6.0,8.0,,14.0,8.0,hb
15.0,140,BARRETTO JUNIOR Francisco,BRA,6.1,7.9,,14.0,7.9,hb
16.0,334,NAGORNYY Nikita,RUS,5.8,8.166,,13.966,8.166,hb
17.0,155,LIN Chaopan,CHN,6.2,7.766,,13.966,7.765999999999999,hb
18.0,330,BELYAVSKIY David,RUS,5.6,8.333,,13.933,8.333,hb
19.0,172,LERU Randy,CUB,6.1,7.832999999999998,,13.933,7.833,hb
20.0,187,ABAD Nestor,ESP,5.7,8.166,,13.866,8.166,hb
21.0,161,CALVO MORENO Jossimar Orlando,COL,6.3,7.566,,13.866,7.566,hb
22.0,173,GEORGIOU Marios,CYP,5.8,8.0,,13.8,8.0,hb
23.0,144,SOUZA Caio,BRA,5.9,7.9,,13.8,7.9,hb
24.0,236,VECSERNYES David,HUN,5.7,8.066,,13.765999999999998,8.065999999999999,hb
25.0,348,YUSOF Eddy,SUI,5.5,8.232999999999999,,13.733,8.233,hb
26.0,150,PATERSON Cory,CAN,5.7,8.0,,13.7,7.999999999999999,hb
27.0,201,DEGOUY Paul,FRA,5.9,7.8,,13.7,7.799999999999999,hb
28.0,148,COURNOYER Rene,CAN,5.4,8.2,,13.6,8.2,hb
29.0,102,CORDOBA Nicolas,ARG,5.8,7.8,,13.6,7.8,hb
29.0,343,BAUMANN Christian,SUI,5.8,7.8,,13.6,7.8,hb
31.0,152,ZAKUTNEY Samuel,CAN,5.4,8.133,,13.533,8.133,hb
32.0,174,GEORGIOU Ilias,CYP,5.0,8.5,,13.5,8.5,hb
33.0,207,FRASER Joe,GBR,5.3,8.166,,13.466,8.166,hb
33.0,373,PAKHNIUK Petro,UKR,5.3,8.166,,13.466,8.166,hb
35.0,143,MARIANO Arthur,BRA,5.8,7.666,,13.466,7.6659999999999995,hb
36.0,203,GOBAUX Julien,FRA,5.1,8.333,,13.433,8.333,hb
37.0,136,LIKHOVITSKIY Andrey,BLR,5.5,7.933,,13.433,7.933,hb
38.0,216,DAUSER Lukas,GER,5.6,7.832999999999998,,13.433,7.833,hb
38.0,258,MACCHINI Carlo,ITA,5.6,7.832999999999998,,13.433,7.833,hb
38.0,275,JANTYKOV Yerbol,KAZ,5.6,7.832999999999998,,13.433,7.833,hb
41.0,166,KOVACEVIC Anton,CRO,5.9,7.532999999999999,,13.433,7.5329999999999995,hb
42.0,286,KUZMICKAS Tomas,LTU,5.1,8.3,,13.4,8.3,hb
43.0,256,EDALLI Ludovico,ITA,5.6,7.733,,13.333,7.7330000000000005,hb
44.0,346,HEGI Oliver,SUI,6.2,7.132999999999999,,13.333,7.133,hb
45.0,268,KAYA Kazuma,JPN,5.5,7.8,,13.3,7.800000000000001,hb
45.0,332,KUKSENKOV Nikolai,RUS,5.5,7.8,,13.3,7.800000000000001,hb
47.0,329,MUNTEAN Andrei Vasile,ROU,4.9,8.333,,13.233,8.333,hb
48.0,147,CLAY Zachary,CAN,5.0,8.232999999999999,,13.233,8.233,hb
49.0,234,KARDOS Botond,HUN,5.1,8.133,,13.233,8.133000000000001,hb
50.0,381,van WICKLEN Colin,USA,5.2,8.0,,13.2,7.999999999999999,hb
51.0,379,MODI Akash,USA,5.8,7.366,,13.166,7.3660000000000005,hb
52.0,344,BRAEGGER Pablo,SUI,5.9,7.266,,13.166,7.266,hb
53.0,390,le Thanh Tung,VIE,5.0,8.133,,13.133,8.133,hb
54.0,276,KARIMI Milad,KAZ,5.9,7.233,,13.133,7.232999999999999,hb
55.0,269,SHIRAI Kenzo,JPN,6.1,7.033,,13.133,7.0329999999999995,hb
56.0,195,KIRMES Oskar,FIN,5.0,8.1,,13.1,8.1,hb
57.0,279,BAE Garam,KOR,5.9,7.166,,13.066,7.166,hb
58.0,298,RIJKEN Frank,NED,5.3,7.7,,13.0,7.7,hb
59.0,235,SHEPPARD Ryan Macleod,HUN,5.0,7.966,,12.966,7.965999999999999,hb
60.0,371,HRYKO Vladyslav,UKR,5.2,7.766,,12.966,7.765999999999999,hb
61.0,223,ILIOPOULOS Nikolaos,GRE,5.6,7.366,,12.966,7.366,hb
62.0,199,BORELLO Antoine,FRA,5.4,7.532999999999999,,12.933,7.5329999999999995,hb
63.0,303,SKJERAHAUG Stian,NOR,4.5,8.4,,12.9,8.4,hb
64.0,233,BONCSER Krisztian,HUN,4.9,8.0,,12.9,8.0,hb
65.0,128,TIKHONOV Ivan,AZE,5.1,7.8,,12.9,7.800000000000001,hb
66.0,208,HALL James,GBR,5.6,7.3,,12.9,7.300000000000001,hb
67.0,188,DIALLO Thierno,ESP,4.8,8.066,,12.866,8.065999999999999,hb
68.0,182,BUUS Jacob,DEN,4.9,7.966,,12.866,7.965999999999999,hb
69.0,190,LOPEZ Ruben,ESP,5.0,7.866,,12.866,7.866,hb
70.0,297,LOUWIJE Bram,NED,5.1,7.766,,12.866,7.766,hb
70.0,393,IDESJOE Karl,SWE,5.1,7.766,,12.866,7.766,hb
72.0,132,van den KEYBUS Luka,BEL,5.4,7.433,,12.833,7.433,hb
73.0,281,LEE Hyeokjung,KOR,5.5,7.3,,12.8,7.300000000000001,hb
74.0,118,HOECK Vinzenz,AUT,4.6,8.166,,12.765999999999998,8.165999999999999,hb
75.0,249,DOLGOPYAT Artem,ISR,4.9,7.866,,12.765999999999998,7.865999999999998,hb
76.0,218,HERDER Philipp,GER,5.2,7.566,,12.765999999999998,7.565999999999998,hb
77.0,341,VEFIC Petar,SRB,4.3,8.433,,12.733,8.433,hb
78.0,227,TANTALIDIS Antonios,GRE,4.5,8.232999999999999,,12.733,8.233,hb
79.0,206,CUNNINGHAM Dominick,GBR,5.1,7.632999999999999,,12.733,7.633000000000001,hb
80.0,162,LUGO Didier,COL,6.0,6.733,,12.733,6.7330000000000005,hb
81.0,202,FRASCA Loris,FRA,5.1,7.6,,12.7,7.6,hb
81.0,358,HSU Ping Chien,TPE,5.1,7.6,,12.7,7.6,hb
83.0,253,SHATILOV Alexander,ISR,5.6,7.1,,12.7,7.1,hb
84.0,115,MORGANS Mitchell,AUS,5.6,7.066,,12.666,7.066000000000001,hb
85.0,349,MICHNAK Slavomir,SVK,4.4,8.232999999999999,,12.633,8.232999999999999,hb
86.0,186,CHIRIBOGA Israel,ECU,4.5,8.133,,12.633,8.133,hb
87.0,114,MASON STEPHENS Clay,AUS,4.8,7.832999999999998,,12.633,7.832999999999999,hb
88.0,359,LEE Chih Kai,TPE,4.9,7.7,,12.6,7.699999999999999,hb
89.0,339,JURKOVIC Nikola,SRB,5.0,7.6,,12.6,7.6,hb
90.0,121,SCHWAB Matthias,AUT,5.1,7.5,,12.6,7.5,hb
91.0,131,KUAVITA Noah,BEL,5.7,6.9,,12.6,6.8999999999999995,hb
92.0,222,CHATZIEFSTATHIOU Georgios Christos,GRE,4.3,8.266,,12.566,8.266000000000002,hb
93.0,179,RADOVESNICKY Daniel,CZE,4.9,7.666,,12.566,7.666,hb
94.0,193,CARD Franz,FIN,4.5,8.033,,12.533,8.033,hb
95.0,309,KOUDINOV Mikhail,NZL,4.9,7.632999999999999,,12.533,7.632999999999999,hb
96.0,324,BATAGA Cristian Ioan,ROU,5.1,7.433,,12.533,7.433,hb
97.0,260,SARRUGERIO Marco,ITA,4.6,7.9,,12.5,7.9,hb
97.0,322,ALDYANI Ahmed,QAT,4.6,7.9,,12.5,7.9,hb
99.0,316,ALMEIDA Bernardo,POR,4.9,7.6,,12.5,7.6,hb
100.0,291,NUNEZ Isaac,MEX,5.1,7.366,,12.466,7.366,hb
101.0,301,HEGGEMSNES Sofus,NOR,4.1,8.333,,12.433,8.333,hb
102.0,241,STEELE Adam,IRL,4.5,7.933,,12.433,7.933,hb
103.0,380,MOLDAUER Yul,USA,5.0,7.433,,12.433,7.433,hb
104.0,391,PHAM Phuoc Hung,VIE,4.4,8.0,,12.4,8.0,hb
105.0,366,ARICAN Ferhat,TUR,5.2,7.2,,12.4,7.2,hb
106.0,274,AZIZOV Ilyas,KAZ,4.1,8.266,,12.366,8.266,hb
107.0,376,VERNIAIEV Oleg,UKR,4.9,7.466,,12.366,7.465999999999999,hb
108.0,254,SOROKINE Michael,ISR,5.1,7.266,,12.366,7.266,hb
109.0,196,KOSKI Elias,FIN,4.4,7.933,,12.333,7.933,hb
110.0,360,SHIAO Yu-Jan,TPE,4.0,8.3,,12.3,8.3,hb
111.0,119,KRANZLMUELLER Lukas,AUT,4.3,8.0,,12.3,8.0,hb
111.0,306,DICK Ethan,NZL,4.3,8.0,,12.3,8.0,hb
113.0,287,TVOROGAL Robert,LTU,5.3,7.0,,12.3,7.000000000000001,hb
114.0,353,RUMBUTIS David,SWE,4.2,8.066,,12.265999999999998,8.065999999999999,hb
115.0,328,KOTRONG Adelin,ROU,4.4,7.866,,12.265999999999998,7.865999999999998,hb
116.0,375,VASYLENKO Maksym,UKR,5.3,6.966,,12.265999999999998,6.965999999999998,hb
117.0,282,LEE Junho,KOR,5.5,6.766,,12.265999999999998,6.765999999999998,hb
118.0,389,DINH Phuong Thanh,VIE,5.2,7.033,,12.233,7.033,hb
119.0,205,BEVAN Brinn,GBR,5.5,6.733,,12.233,6.7330000000000005,hb
120.0,135,ANTROPAU Raman,BLR,4.8,7.4,,12.2,7.3999999999999995,hb
121.0,320,RI Yong Min,PRK,5.4,6.8,,12.2,6.799999999999999,hb
122.0,104,MAYOL Santiago,ARG,4.5,7.666,,12.166,7.666,hb
123.0,261,BECKFORD Reiss,JAM,4.8,7.366,,12.166,7.3660000000000005,hb
124.0,308,ELLIS Kyleab,NZL,4.1,8.033,,12.133,8.033,hb
125.0,107,DAVTYAN Artur,ARM,4.3,7.832999999999998,,12.133,7.832999999999999,hb
126.0,317,HAN Jong Hyok,PRK,6.0,6.132999999999999,,12.133,6.132999999999999,hb
127.0,134,VROLIX Jonathan,BEL,4.0,8.066,,12.066,8.066,hb
127.0,354,VANSTROEM Kim,SWE,4.0,8.066,,12.066,8.066,hb
129.0,139,TSIARESHCHANKA Kiryl,BLR,4.7,7.366,,12.066,7.3660000000000005,hb
130.0,338,DEJANOVIC Bojan,SRB,4.0,8.0,,12.0,8.0,hb
131.0,137,SANUVONH Dzianis,BLR,4.8,7.2,,12.0,7.2,hb
132.0,259,RUSSO Andrea,ITA,5.0,7.0,,12.0,7.0,hb
133.0,369,ONDER Ahmet,TUR,5.1,6.9,,12.0,6.9,hb
134.0,170,UDE Filip,CRO,4.2,7.766,,11.966,7.765999999999999,hb
135.0,250,KORCHAK Ilan,ISR,4.5,7.466,,11.966,7.465999999999999,hb
136.0,305,WIBYE Harald,NOR,4.6,7.332999999999998,,11.933,7.333,hb
137.0,220,NGUYEN Marcel,GER,5.5,6.433,,11.933,6.433,hb
138.0,352,LIDBECK Filip,SWE,3.7,8.2,,11.9,8.2,hb
139.0,304,STIANSEN Henrik,NOR,4.1,7.8,,11.9,7.800000000000001,hb
140.0,129,GENTGES Maxime,BEL,4.9,7.3,-0.3,11.9,7.0,hb
141.0,113,COSTIN Scott,AUS,3.8,8.0,,11.8,8.0,hb
142.0,189,MIR Nicolau,ESP,4.7,7.1,,11.8,7.1000000000000005,hb
143.0,318,HAN Chung Hyo,PRK,5.1,6.7,,11.8,6.700000000000001,hb
144.0,221,TOBA Andreas,GER,5.6,6.2,,11.8,6.200000000000001,hb
145.0,214,JIMSHELEISHVILI Ioane,GEO,4.2,7.532999999999999,,11.733,7.533,hb
146.0,292,RAZO PADILLA Patricio,MEX,4.4,7.332999999999998,,11.733,7.333,hb
147.0,177,CERNY Frantisek,CZE,4.7,7.033,,11.733,7.033,hb
148.0,278,MUSSAYEV Akim,KAZ,4.4,7.3,,11.7,7.299999999999999,hb
149.0,105,MOLINARI Federico,ARG,4.6,7.1,,11.7,7.1,hb
150.0,367,COLAK Ibrahim,TUR,4.9,6.8,,11.7,6.799999999999999,hb
151.0,284,PARK Minsoo,KOR,5.4,6.3,,11.7,6.299999999999999,hb
152.0,215,KUZOVKOV Konstantin,GEO,3.7,7.966,,11.666,7.966,hb
153.0,327,SZABO Rafael,ROU,3.9,7.766,,11.666,7.766,hb
154.0,127,SIMONOV Nikita,AZE,4.6,7.066,,11.666,7.066000000000001,hb
155.0,109,KHACHATRYAN Vigen,ARM,4.0,7.632999999999999,,11.633,7.632999999999999,hb
155.0,357,SURINTORNTA Tikumporn,THA,4.0,7.632999999999999,,11.633,7.632999999999999,hb
157.0,383,ABDURAKHIMOV Rasuljon,UZB,4.3,7.332999999999998,,11.633,7.332999999999999,hb
158.0,315,ALMEIDA Simao,POR,4.4,7.2,,11.6,7.199999999999999,hb
159.0,307,DYSON Devy,NZL,4.7,6.9,,11.6,6.8999999999999995,hb
160.0,312,LEON PRADO Arian,PER,4.0,7.582999999999998,,11.583,7.583,hb
