rank,ID,Full Name,NOC,DScore,EScore,Penalty,TotalScore,E_Penalty,event
161.0,213,GOVOROV Dmitrii,GEO,3.9,7.666,,11.566,7.666,hb
162.0,313,YULO Carlos Edriel,PHI,5.2,6.3660000000000005,,11.566,6.3660000000000005,hb
163.0,289,LOO Phay Xing,MAS,4.0,7.532999999999999,,11.533,7.5329999999999995,hb
164.0,122,SEREINIG Fabio,AUT,4.8,6.733,,11.533,6.733,hb
165.0,392,PHAN Ngoc Hung,VIE,3.9,7.6,,11.5,7.6,hb
166.0,384,ABDUSAMATOV Khusniddin,UZB,4.5,7.0,,11.5,7.0,hb
167.0,385,AZIMOV Abdulla,UZB,4.3,7.166,,11.466,7.1659999999999995,hb
168.0,262,FAULK Caleb,JAM,4.5,6.966,,11.466,6.965999999999999,hb
169.0,263,LEWIS Stephen,JAM,3.9,7.55,,11.45,7.549999999999999,hb
170.0,142,de SOUZA BITENCOURT Lucas,BRA,5.6,5.8,,11.4,5.800000000000001,hb
171.0,267,NAGHOUJ Saleem,JOR,3.8,7.566,,11.366,7.566,hb
172.0,212,ARSENIEV Vitalii,GEO,4.0,7.366,,11.366,7.366,hb
173.0,163,MARTINEZ MORENO Andres,COL,4.7,6.666,,11.366,6.6659999999999995,hb
174.0,124,AGHARZAYEV Murad,AZE,4.6,6.733,,11.333,6.7330000000000005,hb
175.0,176,KYRIAKOU Neofytos,CYP,3.2,8.1,,11.3,8.100000000000001,hb
176.0,181,SOLOVJEV Svjatoslav,CZE,4.0,7.3,,11.3,7.300000000000001,hb
177.0,246,BALDURSSON Eythor,ISL,3.4,7.866,,11.265999999999998,7.865999999999998,hb
178.0,243,AL-DULAIMI Yasir,IRQ,4.2,6.966,,11.166,6.966,hb
179.0,321,RI Wi Chol,PRK,4.7,6.466,,11.166,6.466,hb
180.0,146,ALEKSANDROV Yordan,BUL,4.6,6.5,,11.1,6.5,hb
181.0,247,GUNNARSSON Jon,ISL,3.6,7.4,,11.0,7.4,hb
182.0,356,PROMMANEE Jamorn,THA,3.7,7.3,,11.0,7.3,hb
183.0,184,WINTHER Joachim,DEN,4.6,6.4,,11.0,6.4,hb
184.0,175,KRASIAS Michalis,CYP,4.4,6.533,,10.933,6.5329999999999995,hb
185.0,340,PAUNOVIC Milos,SRB,4.6,6.332999999999998,,10.933,6.333,hb
186.0,103,JATO Julian,ARG,3.9,6.766,,10.666,6.766,hb
187.0,336,TAY Wei An Terry,SGP,3.5,6.9,,10.4,6.9,hb
188.0,293,ROJO Francisco,MEX,4.5,5.9,,10.4,5.9,hb
189.0,165,VARGAS Erick,COL,4.9,5.5,,10.4,5.5,hb
190.0,125,BAIRAMOV Timur,AZE,4.2,6.166,,10.366,6.1659999999999995,hb
191.0,290,de LUNA Fabian,MEX,4.2,6.1,,10.3,6.1000000000000005,hb
192.0,314,AGUIAR BARBOSA Petrix Stevan,POR,4.4,5.8,,10.2,5.799999999999999,hb
193.0,248,REINHARDSSON Valgard,ISL,4.1,5.666,,9.766,5.666,hb
194.0,387,TOSHPULATOV Bobur,UZB,4.6,5.166,,9.766,5.166,hb
195.0,111,TOVMASYAN Artur,ARM,2.8,6.332999999999998,,9.133,6.332999999999999,hb
196.0,323,MOSA Ahmed,QAT,4.2,4.8,,9.0,4.8,hb
197.0,178,PONIZIL Daniel,CZE,1.9,6.3660000000000005,-4.0,4.266,2.366,hb
1.0,331,DALALOYAN Artur,RUS,6.2,8.633,,14.833,8.633,fx
2.0,269,SHIRAI Kenzo,JPN,6.8,8.033,,14.833,8.033000000000001,fx
3.0,334,NAGORNYY Nikita,RUS,6.4,8.4,,14.8,8.4,fx
4.0,313,YULO Carlos Edriel,PHI,6.2,8.566,,14.765999999999998,8.565999999999999,fx
5.0,369,ONDER Ahmet,TUR,6.0,8.533,,14.533,8.533,fx
6.0,380,MOLDAUER Yul,USA,5.8,8.633,,14.433,8.633,fx
7.0,249,DOLGOPYAT Artem,ISR,6.4,8.0,,14.4,8.0,fx
8.0,268,KAYA Kazuma,JPN,5.7,8.633,,14.333,8.633,fx
8.0,378,MIKULAK Samuel,USA,5.7,8.633,,14.333,8.633,fx
10.0,208,HALL James,GBR,5.9,8.433,,14.333,8.433,fx
11.0,345,GISCHARD Benjamin,SUI,6.0,8.232999999999999,,14.232999999999999,8.232999999999999,fx
12.0,202,FRASCA Loris,FRA,5.9,8.3,,14.2,8.299999999999999,fx
13.0,299,SCHMIDT Casimir,NED,6.0,8.2,,14.2,8.2,fx
14.0,157,XIAO Ruoteng,CHN,6.1,8.1,,14.2,8.1,fx
14.0,280,KIM Hansol,KOR,6.1,8.1,,14.2,8.1,fx
16.0,154,DENG Shudi,CHN,5.9,8.366,-0.1,14.165999999999999,8.265999999999998,fx
17.0,276,KARIMI Milad,KAZ,5.8,8.366,,14.165999999999999,8.366,fx
18.0,220,NGUYEN Marcel,GER,6.1,8.066,,14.165999999999999,8.065999999999999,fx
19.0,206,CUNNINGHAM Dominick,GBR,6.0,8.116,,14.116,8.116,fx
20.0,361,TANG Chia-Hung,TPE,6.1,8.1,-0.1,14.1,8.0,fx
21.0,192,ZAPATA Rayderley,ESP,6.4,8.0,-0.3,14.1,7.699999999999999,fx
22.0,344,BRAEGGER Pablo,SUI,5.6,8.466000000000001,,14.065999999999999,8.466,fx
23.0,134,VROLIX Jonathan,BEL,5.9,8.166,,14.065999999999999,8.165999999999999,fx
24.0,153,GONZALEZ Tomas,CHI,6.1,7.966,,14.065999999999999,7.965999999999999,fx
25.0,303,SKJERAHAUG Stian,NOR,5.4,8.633,,14.033,8.633,fx
26.0,272,TANIGAWA Wataru,JPN,5.9,8.133,,14.033,8.133,fx
27.0,143,MARIANO Arthur,BRA,5.6,8.466000000000001,-0.1,13.966,8.366,fx
28.0,131,KUAVITA Noah,BEL,5.5,8.466000000000001,,13.966,8.466,fx
29.0,282,LEE Junho,KOR,5.8,8.166,,13.966,8.166,fx
29.0,375,VASYLENKO Maksym,UKR,5.8,8.166,,13.966,8.166,fx
31.0,209,WHITLOCK Max,GBR,5.9,8.066,,13.966,8.065999999999999,fx
32.0,381,van WICKLEN Colin,USA,5.5,8.433,,13.933,8.433,fx
33.0,359,LEE Chih Kai,TPE,5.8,8.133,,13.933,8.133,fx
34.0,325,DRAGULESCU Marian,ROU,5.5,8.4,,13.9,8.4,fx
35.0,333,LANKIN Dmitrii,RUS,6.1,8.1,-0.3,13.9,7.800000000000001,fx
36.0,198,SAARENKETO Heikki,FIN,6.0,8.0,-0.1,13.9,7.9,fx
37.0,172,LERU Randy,CUB,5.9,8.0,,13.9,8.0,fx
38.0,195,KIRMES Oskar,FIN,5.5,8.366,,13.866,8.366,fx
39.0,203,GOBAUX Julien,FRA,5.8,8.133,-0.1,13.833,8.033000000000001,fx
40.0,189,MIR Nicolau,ESP,5.7,8.133,,13.833,8.133,fx
41.0,149,MORGAN Scott,CAN,5.9,7.933,,13.833,7.933,fx
42.0,352,LIDBECK Filip,SWE,5.1,8.708,,13.808,8.708,fx
43.0,270,TANAKA Yusuke,JPN,5.1,8.966000000000001,-0.3,13.765999999999998,8.665999999999999,fx
44.0,376,VERNIAIEV Oleg,UKR,5.7,8.066,,13.765999999999998,8.065999999999999,fx
45.0,129,GENTGES Maxime,BEL,5.2,8.533,,13.732999999999999,8.532999999999998,fx
46.0,367,COLAK Ibrahim,TUR,5.3,8.433,,13.732999999999999,8.433,fx
47.0,205,BEVAN Brinn,GBR,5.9,8.133,-0.3,13.732999999999999,7.832999999999998,fx
48.0,128,TIKHONOV Ivan,AZE,5.5,8.208,,13.708,8.208,fx
49.0,286,KUZMICKAS Tomas,LTU,5.3,8.4,,13.7,8.399999999999999,fx
50.0,137,SANUVONH Dzianis,BLR,5.4,8.3,,13.7,8.299999999999999,fx
51.0,173,GEORGIOU Marios,CYP,5.5,8.2,,13.7,8.2,fx
51.0,284,PARK Minsoo,KOR,5.5,8.2,,13.7,8.2,fx
51.0,296,DEURLOO Bart,NED,5.5,8.2,,13.7,8.2,fx
54.0,187,ABAD Nestor,ESP,5.8,8.0,-0.1,13.7,7.8999999999999995,fx
55.0,107,DAVTYAN Artur,ARM,5.5,8.166,,13.665999999999999,8.165999999999999,fx
56.0,148,COURNOYER Rene,CAN,5.6,8.066,,13.665999999999999,8.065999999999999,fx
57.0,298,RIJKEN Frank,NED,5.1,8.6,-0.1,13.6,8.5,fx
58.0,357,SURINTORNTA Tikumporn,THA,5.5,8.2,-0.1,13.6,8.1,fx
59.0,201,DEGOUY Paul,FRA,5.4,8.2,,13.6,8.2,fx
59.0,302,KALVOE Odin,NOR,5.4,8.2,,13.6,8.2,fx
61.0,274,AZIZOV Ilyas,KAZ,5.3,8.266,,13.565999999999999,8.265999999999998,fx
61.0,360,SHIAO Yu-Jan,TPE,5.3,8.266,,13.565999999999999,8.265999999999998,fx
63.0,346,HEGI Oliver,SUI,5.5,8.066,,13.565999999999999,8.065999999999999,fx
64.0,196,KOSKI Elias,FIN,5.3,8.232999999999999,,13.533,8.233,fx
65.0,144,SOUZA Caio,BRA,5.5,8.033,,13.533,8.033,fx
66.0,178,PONIZIL Daniel,CZE,4.9,8.6,,13.5,8.6,fx
67.0,190,LOPEZ Ruben,ESP,5.5,8.3,-0.3,13.5,8.0,fx
68.0,126,MOROZOV Dariy,AZE,5.5,8.1,-0.1,13.5,8.0,fx
69.0,311,AGUERO Daniel,PER,5.4,8.1,,13.5,8.1,fx
69.0,329,MUNTEAN Andrei Vasile,ROU,5.4,8.1,,13.5,8.1,fx
71.0,328,KOTRONG Adelin,ROU,5.7,7.8,,13.5,7.8,fx
72.0,354,VANSTROEM Kim,SWE,5.5,8.266,-0.3,13.466,7.965999999999999,fx
73.0,306,DICK Ethan,NZL,5.3,8.166,,13.466,8.166,fx
74.0,308,ELLIS Kyleab,NZL,5.6,7.8660000000000005,,13.466,7.866,fx
75.0,114,MASON STEPHENS Clay,AUS,5.5,8.033,-0.1,13.433,7.933,fx
76.0,233,BONCSER Krisztian,HUN,5.9,7.832999999999999,-0.3,13.433,7.5329999999999995,fx
77.0,383,ABDURAKHIMOV Rasuljon,UZB,5.0,8.4,,13.4,8.4,fx
78.0,353,RUMBUTIS David,SWE,5.3,8.066,,13.366,8.065999999999999,fx
79.0,256,EDALLI Ludovico,ITA,5.1,8.232999999999999,,13.333,8.233,fx
80.0,278,MUSSAYEV Akim,KAZ,5.2,8.133,,13.333,8.133,fx
80.0,301,HEGGEMSNES Sofus,NOR,5.2,8.133,,13.333,8.133,fx
82.0,293,ROJO Francisco,MEX,5.6,7.832999999999999,-0.1,13.333,7.7330000000000005,fx
83.0,138,SHARAMKOU Yahor,BLR,6.1,7.632999999999999,-0.4,13.333,7.2330000000000005,fx
84.0,349,MICHNAK Slavomir,SVK,4.8,8.5,,13.3,8.5,fx
85.0,183,RIISBERG Christian,DEN,5.3,8.0,,13.3,8.0,fx
85.0,366,ARICAN Ferhat,TUR,5.3,8.0,,13.3,8.0,fx
87.0,216,DAUSER Lukas,GER,5.2,8.066,,13.265999999999998,8.065999999999999,fx
88.0,142,de SOUZA BITENCOURT Lucas,BRA,5.7,7.566,,13.265999999999998,7.565999999999998,fx
89.0,179,RADOVESNICKY Daniel,CZE,4.9,8.333,,13.232999999999999,8.332999999999998,fx
90.0,363,YU Chao Wei,TPE,4.8,8.4,,13.2,8.399999999999999,fx
91.0,109,KHACHATRYAN Vigen,ARM,5.0,8.2,,13.2,8.2,fx
92.0,113,COSTIN Scott,AUS,5.1,8.1,,13.2,8.1,fx
93.0,260,SARRUGERIO Marco,ITA,5.2,8.0,,13.2,7.999999999999999,fx
93.0,275,JANTYKOV Yerbol,KAZ,5.2,8.0,,13.2,7.999999999999999,fx
95.0,320,RI Yong Min,PRK,5.3,7.9,,13.2,7.8999999999999995,fx
96.0,156,SUN Wei,CHN,5.5,7.7,,13.2,7.699999999999999,fx
97.0,103,JATO Julian,ARG,5.0,8.166,,13.165999999999999,8.165999999999999,fx
97.0,289,LOO Phay Xing,MAS,5.0,8.166,,13.165999999999999,8.165999999999999,fx
99.0,234,KARDOS Botond,HUN,5.4,7.766,,13.165999999999999,7.765999999999998,fx
100.0,348,YUSOF Eddy,SUI,5.3,7.933,-0.1,13.133,7.832999999999999,fx
101.0,150,PATERSON Cory,CAN,5.3,7.832999999999999,,13.133,7.832999999999999,fx
101.0,261,BECKFORD Reiss,JAM,5.3,7.832999999999999,,13.133,7.832999999999999,fx
103.0,199,BORELLO Antoine,FRA,5.0,8.1,,13.1,8.1,fx
104.0,227,TANTALIDIS Antonios,GRE,5.5,7.9,-0.3,13.1,7.6,fx
105.0,186,CHIRIBOGA Israel,ECU,4.7,8.366,,13.065999999999999,8.366,fx
106.0,145,ZANETTI Arthur,BRA,5.8,7.566,-0.3,13.065999999999999,7.265999999999999,fx
107.0,161,CALVO MORENO Jossimar Orlando,COL,5.6,7.566,-0.1,13.065999999999999,7.465999999999999,fx
108.0,106,VILLAFANE Daniel,ARG,5.6,7.466,,13.065999999999999,7.465999999999999,fx
109.0,116,REMKES Christopher,AUS,6.2,6.8660000000000005,,13.065999999999999,6.865999999999999,fx
110.0,152,ZAKUTNEY Samuel,CAN,5.3,7.733,,13.033,7.733,fx
111.0,136,LIKHOVITSKIY Andrey,BLR,4.8,8.5,-0.3,13.0,8.2,fx
112.0,297,LOUWIJE Bram,NED,4.8,8.2,,13.0,8.2,fx
113.0,307,DYSON Devy,NZL,4.9,8.1,,13.0,8.1,fx
114.0,104,MAYOL Santiago,ARG,5.1,7.9,,13.0,7.9,fx
114.0,314,AGUIAR BARBOSA Petrix Stevan,POR,5.1,7.9,,13.0,7.9,fx
116.0,257,LODADIO Marco,ITA,5.4,7.6,,13.0,7.6,fx
116.0,290,de LUNA Fabian,MEX,5.4,7.6,,13.0,7.6,fx
118.0,393,IDESJOE Karl,SWE,4.8,8.166,,12.966,8.166,fx
119.0,253,SHATILOV Alexander,ISR,5.6,7.666,-0.3,12.966,7.366,fx
120.0,309,KOUDINOV Mikhail,NZL,5.1,7.832999999999999,,12.933,7.833,fx
121.0,155,LIN Chaopan,CHN,6.0,7.233,-0.3,12.933,6.933,fx
122.0,389,DINH Phuong Thanh,VIE,4.7,8.2,,12.9,8.2,fx
123.0,235,SHEPPARD Ryan Macleod,HUN,5.1,7.8,,12.9,7.800000000000001,fx
124.0,102,CORDOBA Nicolas,ARG,4.4,8.466000000000001,,12.866,8.466,fx
125.0,135,ANTROPAU Raman,BLR,4.9,8.066,-0.1,12.866,7.965999999999999,fx
126.0,223,ILIOPOULOS Nikolaos,GRE,4.7,8.133,,12.833,8.133,fx
126.0,339,JURKOVIC Nikola,SRB,4.7,8.133,,12.833,8.133,fx
128.0,120,KRANZLMUELLER Severin,AUT,4.1,8.633,,12.732999999999999,8.633,fx
129.0,391,PHAM Phuoc Hung,VIE,4.6,8.133,,12.732999999999999,8.133,fx
130.0,387,TOSHPULATOV Bobur,UZB,4.8,7.933,,12.732999999999999,7.932999999999999,fx
131.0,259,RUSSO Andrea,ITA,4.8,7.9,,12.7,7.8999999999999995,fx
132.0,382,YODER Alec,USA,5.3,7.666,-0.3,12.665999999999999,7.365999999999999,fx
133.0,211,ABESADZE Saba,GEO,5.1,7.666,-0.1,12.665999999999999,7.565999999999999,fx
134.0,215,KUZOVKOV Konstantin,GEO,5.0,7.666,,12.665999999999999,7.665999999999999,fx
135.0,181,SOLOVJEV Svjatoslav,CZE,4.8,8.133,-0.3,12.633,7.832999999999999,fx
136.0,374,RADIVILOV Igor,UKR,5.4,7.832999999999999,-0.6,12.633,7.232999999999999,fx
137.0,319,RI Se Gwang,PRK,5.0,7.566,,12.565999999999999,7.565999999999999,fx
138.0,342,VELICKOVIC Petar,SRB,5.2,7.3660000000000005,,12.565999999999999,7.365999999999999,fx
139.0,146,ALEKSANDROV Yordan,BUL,4.7,7.832999999999999,,12.533,7.832999999999999,fx
140.0,385,AZIMOV Abdulla,UZB,5.2,7.733,-0.4,12.533,7.332999999999999,fx
141.0,292,RAZO PADILLA Patricio,MEX,5.0,7.5329999999999995,,12.533,7.5329999999999995,fx
142.0,263,LEWIS Stephen,JAM,5.1,7.4,,12.5,7.4,fx
143.0,330,BELYAVSKIY David,RUS,5.7,6.8,,12.5,6.8,fx
144.0,175,KRASIAS Michalis,CYP,4.8,7.8660000000000005,-0.2,12.466,7.6659999999999995,fx
145.0,390,le Thanh Tung,VIE,4.6,7.8660000000000005,,12.466,7.866,fx
146.0,294,VALLE Joshua,MEX,4.7,7.766,,12.466,7.765999999999999,fx
147.0,305,WIBYE Harald,NOR,5.2,7.266,,12.466,7.265999999999999,fx
148.0,218,HERDER Philipp,GER,5.8,6.766,-0.1,12.466,6.6659999999999995,fx
149.0,160,CALVO Carlos,COL,5.2,7.5329999999999995,-0.3,12.433,7.233,fx
150.0,108,DAVTYAN Vahagn,ARM,4.0,8.708,-0.3,12.408,8.408,fx
151.0,341,VEFIC Petar,SRB,4.5,7.9,,12.4,7.9,fx
151.0,355,ALSOULIMAN Yazan,SYR,4.5,7.9,,12.4,7.9,fx
153.0,224,KRANITIS Nikolaos,GRE,5.3,7.266,-0.2,12.366,7.066,fx
154.0,315,ALMEIDA Simao,POR,5.0,7.632999999999999,-0.3,12.333,7.333,fx
155.0,170,UDE Filip,CRO,3.9,8.7,-0.3,12.3,8.4,fx
156.0,163,MARTINEZ MORENO Andres,COL,5.5,6.8660000000000005,-0.1,12.265999999999998,6.765999999999998,fx
157.0,240,SMITH Andrew,IRL,4.8,7.733,-0.3,12.232999999999999,7.432999999999999,fx
158.0,267,NAGHOUJ Saleem,JOR,4.5,7.8,-0.1,12.2,7.699999999999999,fx
159.0,327,SZABO Rafael,ROU,4.8,7.4,,12.2,7.3999999999999995,fx
160.0,165,VARGAS Erick,COL,5.0,7.2,,12.2,7.199999999999999,fx
161.0,386,KHAMROKULOV Akobir,UZB,4.6,7.666,-0.1,12.165999999999999,7.565999999999999,fx
162.0,121,SCHWAB Matthias,AUT,5.2,6.8660000000000005,,12.065999999999999,6.865999999999999,fx
163.0,241,STEELE Adam,IRL,5.0,7.332999999999999,-0.3,12.033,7.0329999999999995,fx
164.0,254,SOROKINE Michael,ISR,4.8,7.233,,12.033,7.233,fx
165.0,226,PETROUNIAS Eleftherios,GRE,5.1,6.933,,12.033,6.933,fx
166.0,365,ARCA Mustafa,TUR,5.4,6.632999999999999,,12.033,6.632999999999999,fx
167.0,262,FAULK Caleb,JAM,4.8,7.2,,12.0,7.2,fx
168.0,248,REINHARDSSON Valgard,ISL,5.3,7.3660000000000005,-0.7,11.966,6.6659999999999995,fx
169.0,132,van den KEYBUS Luka,BEL,5.4,6.566,,11.966,6.565999999999999,fx
170.0,338,DEJANOVIC Bojan,SRB,4.9,7.0,,11.9,7.0,fx
171.0,176,KYRIAKOU Neofytos,CYP,4.7,7.1,,11.8,7.1000000000000005,fx
172.0,193,CARD Franz,FIN,4.1,7.666,,11.765999999999998,7.665999999999999,fx
173.0,212,ARSENIEV Vitalii,GEO,4.0,7.7410000000000005,,11.741,7.741,fx
174.0,174,GEORGIOU Ilias,CYP,4.8,7.2,-0.3,11.7,6.8999999999999995,fx
175.0,119,KRANZLMUELLER Lukas,AUT,4.2,7.466,,11.665999999999999,7.465999999999998,fx
176.0,392,PHAN Ngoc Hung,VIE,4.1,7.632999999999999,-0.1,11.633,7.5329999999999995,fx
177.0,177,CERNY Frantisek,CZE,5.3,6.4,-0.1,11.6,6.3,fx
178.0,228,VEGA LOPEZ Jorge,GUA,5.9,5.666,,11.565999999999999,5.665999999999999,fx
179.0,287,TVOROGAL Robert,LTU,4.9,6.632999999999999,,11.533,6.632999999999999,fx
180.0,242,AL-DELFI Azeez,IRQ,4.4,7.1,,11.5,7.1,fx
181.0,169,SRBIC Tin,CRO,3.5,8.266,-0.3,11.466,7.965999999999999,fx
182.0,312,LEON PRADO Arian,PER,3.9,7.566,,11.466,7.565999999999999,fx
183.0,281,LEE Hyeokjung,KOR,5.3,6.166,,11.466,6.1659999999999995,fx
184.0,371,HRYKO Vladyslav,UKR,5.4,6.066,,11.466,6.065999999999999,fx
185.0,316,ALMEIDA Bernardo,POR,4.8,6.933,-0.3,11.433,6.633,fx
186.0,122,SEREINIG Fabio,AUT,4.6,6.832999999999999,,11.433,6.833,fx
187.0,171,LARDUET Manrique,CUB,4.9,6.9,-0.4,11.4,6.5,fx
188.0,321,RI Wi Chol,PRK,5.3,6.332999999999999,-0.3,11.333,6.033,fx
189.0,219,KLESSING Nick,GER,5.5,5.9,-0.1,11.3,5.800000000000001,fx
190.0,246,BALDURSSON Eythor,ISL,4.9,6.3660000000000005,,11.265999999999998,6.365999999999998,fx
191.0,356,PROMMANEE Jamorn,THA,4.5,6.5329999999999995,,11.033,6.5329999999999995,fx
192.0,214,JIMSHELEISHVILI Ioane,GEO,4.7,6.566,-0.3,10.966,6.265999999999999,fx
193.0,166,KOVACEVIC Anton,CRO,2.7,8.5,-0.3,10.9,8.2,fx
194.0,322,ALDYANI Ahmed,QAT,4.8,6.4,-0.4,10.8,6.000000000000001,fx
195.0,124,AGHARZAYEV Murad,AZE,5.3,5.666,-0.4,10.565999999999999,5.265999999999999,fx
196.0,323,MOSA Ahmed,QAT,4.3,6.2,,10.5,6.2,fx
197.0,125,BAIRAMOV Timur,AZE,3.9,6.5329999999999995,,10.433,6.5329999999999995,fx
198.0,318,HAN Chung Hyo,PRK,2.7,6.566,,9.266,6.566,fx
199.0,336,TAY Wei An Terry,SGP,4.1,5.166,-0.2,9.066,4.966000000000001,fx
200.0,244,AL-DULAIMI Abdullah,IRQ,3.6,4.033,-0.2,7.433,3.8329999999999997,fx
